pair_id,cosine_score,manhattan_distance,euclidean_distance,dot_product
12131666_8612867,-0.055435896,-460.6725,-20.975422,-11.526613
543627_7757986,0.0122823715,-462.13516,-21.0557,2.7561135
11013824_8612867,-0.04921007,-472.8376,-21.419676,-10.757017
543627_8612867,-0.029973388,-470.86044,-21.565516,-6.7666745
9945355_7757986,-0.015623689,-438.19235,-20.314182,-3.1625037
14370030_8612867,-0.024701357,-448.68018,-20.37554,-4.978322
9541172_13797692,0.19900465,-371.39526,-16.801178,34.989136
1022937_13797692,-0.020323753,-449.48328,-20.844542,-4.2946167
965836_5637605,0.10141498,-407.45447,-18.65133,19.593277
2900433_13797692,0.17314875,-393.69897,-17.68746,32.752354
13021278_16975913,0.42395252,-318.7759,-14.570292,78.12024
13496552_16975913,-0.0785445,-437.56577,-19.838463,-14.330202
8464290_13797692,-0.027717233,-451.21667,-20.918152,-5.8563194
10200879_5637605,0.21605682,-362.74353,-16.633121,38.09797
8464290_507846,-0.063673496,-462.58096,-21.431715,-13.672256
14043538_15511768,-0.016159892,-427.48523,-19.458878,-2.99737
9417456_15511768,0.029120207,-410.72992,-18.497526,5.1263165
16103102_15511768,0.051838636,-413.8847,-19.20104,9.984728
16545916_15511768,0.113719285,-405.69186,-18.262962,21.268602
1707457_4590980,-0.0063831806,-442.02774,-19.835316,-1.2330265
8379672_9558382,0.04811555,-435.51202,-19.53015,9.637509
1707457_2609416,-0.038512945,-459.41354,-20.931757,-8.105551
12348420_8729714,0.16964602,-376.20343,-17.12771,29.75378
12367618_2609416,-0.10230303,-481.5976,-21.79927,-21.97222
12348420_10867788,0.1654368,-358.3268,-16.421125,26.715614
8379672_13913064,0.14200473,-409.59412,-18.321041,27.777195
16431203_9558382,-0.004687071,-445.74432,-20.244137,-0.955991
2149871_8729714,-0.046578407,-471.42572,-21.42008,-10.153053
5985398_4274682,-0.051878333,-462.3345,-21.271229,-11.146072
1003691_4274682,-0.03304839,-476.8164,-21.685347,-7.5215735
8370171_15064654,0.007189572,-427.62402,-19.36915,1.3370199
670188_11313320,0.01630342,-434.12427,-19.934378,3.2358272
16274291_10457077,-0.007983327,-457.07492,-20.954042,-1.7298008
13454005_11313320,-0.035098672,-491.5965,-22.172634,-8.334988
9577155_2366322,-0.005152464,-480.64172,-21.505457,-1.1853666
16716247_11313320,-0.05470836,-487.9324,-22.070484,-12.625798
16274291_212066,-0.0010459423,-456.06476,-20.929375,-0.22758806
2422312_1026702,-0.009721041,-491.3503,-22.214457,-2.3686469
15641249_1026702,0.01132071,-479.73065,-21.561445,2.6594477
7214958_8788623,-0.026784897,-505.0056,-22.892557,-6.824943
17099899_758307,-0.040557027,-507.84097,-22.764599,-10.088861
13145526_9952187,0.0027009249,-493.2251,-22.100513,0.66123056
12126832_1026702,0.061252415,-450.36087,-20.857649,14.188049
17277437_5931545,-0.06537354,-483.7314,-22.07422,-14.897114
5410116_8629945,0.0404613,-432.83734,-19.711916,8.155826
1334355_7366255,0.005158603,-465.7262,-20.973314,1.1366081
14736342_8629945,-0.055230856,-457.15295,-20.768715,-11.233215
16705134_8629945,0.024883628,-434.49402,-19.969498,5.0613832
7563930_904481,-0.06506324,-467.93506,-21.148554,-13.661271
9553403_8629945,-0.08184266,-485.09637,-21.796642,-17.745419
4425577_8629945,-0.07945311,-456.13882,-20.49707,-15.439412
17149043_8629945,-0.033700824,-450.3349,-20.192616,-6.631509
17557497_6442610,0.091841936,-431.23267,-19.667843,19.406506
9130342_123661,0.09676337,-454.1699,-20.7036,22.949139
3940599_123661,0.027806044,-438.84454,-19.952717,5.5829363
17557459_6442610,-0.06845355,-498.65768,-22.785397,-16.628191
6213525_6442610,-0.0055612326,-465.19135,-21.147043,-1.2334933
15302057_123661,-0.07624972,-475.16635,-21.618021,-16.435976
15882056_6442610,0.0384807,-438.638,-19.8328,7.758617
14360710_123661,0.0445472,-464.73737,-20.975523,10.236941
7341213_123661,0.007994413,-467.71497,-21.619345,1.8820753
4886484_5858658,-0.023311496,-480.62238,-22.169682,-5.598232
11882662_6992001,0.045378268,-473.62225,-21.292803,10.775271
12809946_6992001,-0.06850457,-492.89297,-22.853222,-16.739464
11383884_2156194,-0.02801609,-462.2669,-21.506752,-6.2966747
17112017_8569714,0.056659937,-476.6358,-21.80343,14.265293
12981473_2156194,0.02736032,-483.96506,-22.173897,6.8978243
15928573_6992001,0.012328744,-491.79968,-22.516176,3.157422
5084720_2156194,0.0030310154,-483.89233,-21.736546,0.718205
15995548_8569714,-0.013363123,-506.66757,-22.790646,-3.4196298
14764622_9043141,0.026879251,-465.9878,-21.001648,6.091422
5680468_9043141,0.082154155,-463.23398,-21.027777,19.742216
13433701_9099865,0.015509486,-439.03397,-20.13722,3.1824424
11923155_9043141,0.057403922,-447.13,-19.99786,12.153368
14764622_9099865,0.06443459,-456.41022,-20.556238,14.5503845
12443158_9043141,0.04936111,-462.46344,-21.08423,11.532721
16802006_9099865,-0.109600544,-493.31335,-22.325287,-24.61528
13563979_9099865,-0.1182003,-497.97815,-22.700094,-27.223587
14623414_9099865,-0.097409725,-503.86984,-22.993673,-23.40835
6291045_5656179,0.025084496,-419.58197,-19.266178,4.7646017
8060435_5607715,-0.004836321,-415.2817,-18.982979,-0.8579056
16458343_7333777,-0.052055,-475.58133,-21.78246,-11.723688
13905161_13011249,0.05318308,-452.6982,-20.60722,11.906832
16593660_3570439,-0.06696153,-474.9462,-21.536734,-14.554412
12340181_3437227,0.009857953,-451.98428,-20.797232,2.141128
1042670_7333777,-0.029378295,-461.02637,-21.43154,-6.548944
8060435_7333777,-0.05264163,-432.05072,-19.649153,-9.526913
10095039_5656179,0.008946598,-433.0027,-19.766615,1.7628031
15984193_5173302,-0.1130569,-470.44574,-21.229696,-22.876396
12542199_6427277,-0.04327631,-470.68323,-21.549738,-9.6072855
2889973_16934189,-0.113102555,-479.1775,-21.833288,-24.182133
10095039_16316250,-0.06937289,-455.94342,-20.665392,-13.840797
6128210_2582762,-0.14200711,-483.52393,-21.78934,-29.505022
12542199_13104562,0.014373422,-455.98102,-20.78418,3.1369183
15158304_14246003,-0.04743719,-453.9283,-20.595299,-9.603699
1433352_10601282,-0.0932765,-465.3145,-21.18948,-19.148792
15158304_9318746,-0.10805583,-469.2763,-21.288017,-22.096237
2925361_4861752,-0.02938068,-463.2912,-21.070074,-6.280959
15561179_4861752,0.03057319,-449.8037,-20.258633,6.4264674
4627974_4861752,0.09007108,-412.04352,-18.756086,17.4013
13182662_2999298,0.016817808,-423.77084,-19.359396,3.1734843
879347_14203653,0.030856848,-417.18475,-18.739393,5.474758
16007349_4861752,0.19031024,-395.00385,-17.928572,37.69824
7773096_4861752,0.0816772,-415.3216,-18.892477,15.860642
4627974_13586702,-0.017363071,-443.35577,-20.134417,-3.4593976
7151181_4861752,0.05781889,-450.2881,-20.834099,13.069019
6139101_12180667,0.06851131,-486,-22.059402,17.890503
17145597_12180667,-0.08056843,-476.09564,-21.903456,-17.701038
15123137_17112017,0.1515727,-450.34027,-20.719406,38.319855
17356285_17112017,0.024318814,-445.7326,-20.1839,4.9056206
15897106_2845006,-0.07170749,-499.9964,-22.58471,-17.018564
369716_7557199,0.09399432,-437.31973,-19.94684,20.638409
13791473_9454611,0.09469855,-454.37427,-20.459814,21.882374
3097981_2845006,0.11600661,-413.88828,-18.521675,22.275967
6680317_9314629,-0.00991714,-470.52335,-21.20311,-2.2065647
3555963_9454611,-0.04361379,-479.03357,-21.637383,-9.782787
13249274_655523,0.10617328,-448.42752,-20.214697,24.256805
8346691_9022956,0.0398888,-467.4579,-21.027054,9.173411
15510982_9314629,-0.02319491,-491.99164,-22.16405,-5.5421176
15838615_8921935,0.028719187,-452.31586,-20.831324,6.413225
10442426_4765722,0.86465967,-170.47273,-7.6831765,188.56711
7341213_17384615,-0.025182724,-463.17578,-21.093927,-5.4593043
3940599_4765722,0.014840484,-434.26007,-19.422138,2.813771
3940599_8921935,0.030397952,-429.83026,-19.264065,5.76062
2205378_4765722,0.13315189,-436.92865,-19.789385,30.054924
9533475_12162769,-0.11797118,-493.45947,-22.410408,-26.4924
7046427_4765722,0.024689436,-449.68622,-20.725971,5.436792
8831572_4765722,-0.027799845,-498.99084,-22.395857,-6.7448435
6348576_11882662,-0.031063318,-493.4156,-22.030489,-7.3110385
3693409_14944013,-0.04530859,-492.94916,-22.55516,-11.025482
15856084_8346691,-0.039729238,-491.40375,-22.551554,-9.715769
4083030_14944013,-0.06514323,-474.34216,-21.997227,-14.761054
14612410_8346691,0.044902444,-455.0323,-20.790123,10.136631
15561179_14944013,-0.07088971,-502.12585,-22.664751,-17.000572
10392903_1807002,-0.10195303,-499.4142,-22.50713,-23.392288
8073183_12437940,0.054887414,-447.2532,-20.127958,11.71282
11928651_1807002,-0.035369396,-488.9834,-22.380064,-8.554662
509582_2956284,0.25228345,-401.8863,-18.321194,56.596066
10654429_2068931,0.020865321,-464.6444,-20.860882,4.622494
16178812_2956284,0.024625301,-461.54614,-21.13889,5.6340275
3707004_9173508,-0.01148653,-427.69745,-19.573818,-2.1593056
14702689_5686506,0.012647629,-417.2551,-18.97496,2.2614331
11470113_2956284,-0.10087812,-448.29022,-20.483738,-19.045582
687247_2068931,-0.04076481,-447.4021,-20.274513,-8.044624
16545916_14211756,-0.12542653,-486.3244,-21.867243,-26.639425
11470113_2068931,-0.0031422377,-416.81897,-19.22614,-0.575279
11537002_1232194,0.7863555,-193.09915,-8.813533,141.50441
7832526_1232194,-0.01770544,-455.88242,-20.468245,-3.584593
9533475_1232194,-0.014803648,-447.01318,-20.09507,-2.9108384
9986497_1232194,0.018657744,-452.00397,-20.520723,3.9080656
7809733_15398568,-0.03376937,-450.33252,-20.494751,-6.856759
14114809_15398568,0.10634887,-404.75714,-18.486834,20.224518
3118090_1232194,0.019430697,-451.5101,-20.453684,4.0506873
9986497_1861545,0.001216948,-471.53152,-21.22378,0.2711134
10309317_1232194,-0.009278417,-462.31152,-20.677092,-1.9238839
13046037_17099899,-0.016769528,-512.8189,-22.372805,-4.1207614
15641249_17099899,-0.045259237,-508.4006,-22.974802,-11.422105
2426118_17099899,0.12745816,-461.4197,-21.386858,33.406975
11495794_17099899,0.056702733,-480.07104,-22.048567,14.610236
5236555_1623313,0.23233914,-393.0216,-17.915165,48.49363
12268162_1758184,-0.06997371,-461.5637,-20.8183,-14.164764
1191437_9701066,0.0801636,-429.7938,-19.310766,16.207008
2852237_16382426,-0.08185077,-423.144,-19.533484,-14.2503605
8477787_2351157,-0.0039088726,-473.4889,-21.399675,-0.89085174
2387468_2351157,-0.018832684,-474.86963,-21.52639,-4.2797146
14983750_9084428,-0.009070396,-445.10913,-20.082449,-1.8101175
8947338_16593660,-0.08093643,-471.58954,-21.539385,-17.366001
6325426_13793980,0.07481599,-436.87906,-19.583021,15.505671
7684273_17199455,-0.08213353,-439.7528,-19.874239,-14.980469
9371535_17199455,-0.036158323,-462.70355,-21.02554,-7.6652966
13888075_17199455,0.0070130825,-410.95264,-18.790606,1.2442801
16758809_17199455,0.020964682,-438.10864,-19.818123,4.198208
14798000_16160011,-0.036906242,-442.278,-20.2415,-7.2662745
363099_11496043,0.0054454803,-441.01276,-19.906023,1.0826584
14655752_16559214,0.068752885,-423.0311,-19.166208,13.559717
7604546_6047318,0.031038404,-422.51587,-19.030315,5.7974176
7604546_12788125,0.016239882,-427.17957,-19.437338,3.11324
363099_3320610,0.019468307,-440.0739,-19.784456,3.8775883
15130812_778318,0.41277874,-327.25015,-14.7596245,75.544754
5931613_3189185,0.013858438,-428.49158,-19.431545,2.6468482
7604546_16160011,-0.030636787,-424.58893,-19.311958,-5.5432196
16778498_9023,0.08943224,-428.88422,-19.476868,18.628962
4738051_10285617,-0.08009291,-463.52673,-20.882956,-16.15546
12182724_6030180,-0.046845675,-453.16995,-20.36922,-9.270718
16978067_7282222,-0.10624313,-474.7338,-21.657364,-22.521107
16778498_10285617,0.09052801,-430.7489,-19.509916,18.943687
701530_7282222,0.096402526,-431.0534,-19.737604,20.77034
4560416_10285617,-0.051131606,-451.61102,-20.502245,-10.210083
10010468_3015984,0.07366508,-428.0841,-19.636906,15.329542
13131683_10285617,-0.05548024,-444.65106,-20.199333,-10.683116
16314634_17145597,-0.1009413,-485.18015,-21.906603,-21.822136
13648647_17145597,-0.1588484,-486.14352,-22.199974,-33.595837
17340383_17145597,-0.023098707,-425.46582,-19.542358,-4.310822
17267687_17145597,0.54989815,-292.078,-13.446653,110.05652
14906418_8972521,-0.07116556,-471.10397,-21.525414,-15.391211
16504717_9805750,-0.02014494,-452.17932,-20.770779,-4.2564893
5712523_14155624,0.08410931,-431.86813,-19.835594,18.063044
5280656_8972521,0.045517206,-432.20917,-19.586903,9.112849
14492790_13476930,-0.025694966,-464.62445,-21.086525,-5.556983
5280656_14155624,0.087693095,-421.45926,-18.983423,17.274591
16646720_8972521,-0.15530288,-481.79147,-21.670834,-31.493238
10455687_9805750,-0.10767007,-476.47723,-21.54349,-22.547794
5405210_14155624,-0.08302331,-477.3445,-21.532707,-17.770153
3538959_13951579,-0.067943096,-495.6945,-22.37523,-15.9176655
9708449_13951579,-0.11488867,-473.0838,-21.52771,-23.791626
1540822_13951579,-0.11135507,-485.59332,-22.24435,-24.78584
14736342_5410116,0.08072066,-444.05917,-20.254253,18.01027
10229709_13951579,-0.0025048256,-472.7442,-21.587719,-0.5820856
15641249_16411198,-0.09114957,-504.47467,-22.596289,-21.306675
15618907_16411198,-0.0149014,-491.52817,-22.321255,-3.643279
10203762_11918411,-0.095580816,-473.47803,-21.737057,-20.589876
13046037_16411198,-0.07146573,-488.05664,-22.086521,-16.265919
17091521_11918411,-0.16404259,-510.78668,-23.142962,-37.734085
13145526_16411198,-0.08955526,-506.9651,-22.702711,-21.152578
13378285_13864437,0.010355175,-407.3738,-18.442146,1.7095492
16518810_670188,0.058432877,-409.83643,-18.533981,10.606127
7152645_16573083,0.011330366,-438.99445,-20.211573,2.335353
7152645_13864437,0.044374824,-381.9394,-17.413979,6.867759
17129419_16573083,0.024715781,-461.67822,-21.082708,5.6290684
13947642_16573083,0.026698291,-465.46506,-21.189568,6.1520214
12206748_8352610,0.005485952,-400.30493,-18.406712,0.9224696
17557293_16274291,-0.025930882,-447.88,-20.19049,-5.151245
17557293_3629398,-0.002719164,-443.3733,-20.24473,-0.5556407
17293659_9280558,0.03165245,-481.7675,-21.672924,7.657625
16341546_9280558,-0.087480545,-491.48236,-22.389847,-20.15916
13611972_11212849,0.0511508,-436.89706,-19.753225,10.489535
15265349_16802006,-0.054882646,-468.2961,-21.598644,-12.132881
14861023_9280558,-0.1254139,-517.5835,-23.429098,-30.50859
6837620_16802006,0.11444789,-425.09082,-19.147928,23.580986
5680468_5712523,0.043256402,-471.71027,-21.322277,10.242972
16341546_5712523,-0.07127643,-486.2033,-22.049438,-16.163216
16931085_9280558,-0.09113884,-499.22958,-22.60678,-21.330666
10834162_13239872,0.004997909,-468.32825,-21.287573,1.1275154
4856007_2555761,-0.03958106,-481.56964,-21.856953,-9.084761
7788118_128337,0.0116328,-480.83417,-21.690397,2.7686343
16119670_2555761,-0.080488205,-483.87128,-22.05914,-18.08505
6993819_2555761,0.016111732,-456.58704,-20.8074,3.529086
17065532_128337,-0.015519857,-482.69336,-21.853264,-3.6489239
3471592_2555761,-0.024280429,-478.29794,-21.47249,-5.452096
991907_128337,0.01239562,-467.25397,-21.230015,2.8258119
4723521_5491001,0.0146458745,-469.3105,-21.318663,3.3679917
16866433_13801573,0.02577889,-422.4378,-18.998568,4.770792
1937088_5987292,-0.04767704,-422.0429,-19.155668,-7.791956
16182711_13801573,-0.033215046,-422.1504,-19.300848,-5.9868927
13361964_7706297,-0.22924626,-437.29727,-19.919722,-36.960884
8535273_7706297,0.012963176,-424.13303,-19.03709,2.3728726
6550904_5450325,-0.026376724,-416.57556,-19.109556,-4.68821
2568134_5450325,-0.019242287,-432.92474,-19.713297,-3.6669936
2568134_14852545,0.32289624,-324.81354,-14.690407,49.13308
16870056_7706297,-0.050558925,-396.4945,-18.045637,-7.80266
949596_8602345,0.26287556,-348.96466,-16.133192,46.367176
6099516_13523941,-0.05767882,-464.3799,-21.332865,-12.33614
4543254_8602345,-0.11597824,-462.8911,-21.325497,-23.332695
4543254_16449910,-0.008346438,-468.00085,-21.065239,-1.8303456
14944109_17019780,-0.12748384,-466.8602,-21.242664,-25.450275
14944109_5943987,-0.1627698,-455.33835,-20.831228,-30.371994
544348_11347714,-0.06828213,-426.5626,-20.052963,-12.850995
363099_16449910,0.07888132,-418.8221,-18.920298,15.31521
14584339_11347714,0.03905636,-425.97372,-19.48053,7.7002034
9834197_17520729,-0.03322196,-448.61407,-20.434296,-6.6152544
9729971_16870056,-0.058544636,-430.87592,-19.456041,-10.234394
6550904_3253539,0.11375451,-373.73816,-16.866121,18.216917
11107799_16860466,-0.019660711,-440.3592,-19.950092,-3.7874498
1127566_17520729,-0.066170454,-460.0486,-20.961357,-13.40294
10125267_17520729,-0.06370318,-456.94147,-20.66555,-12.617571
5718389_16860466,-0.046720743,-443.3603,-20.308384,-9.076258
13909932_3191621,0.49760878,-305.1453,-13.723005,93.21283
15780348_16870056,-0.014531136,-429.65018,-19.55707,-2.6494122
15170431_15643429,-0.046738625,-460.36664,-20.81834,-9.675253
13648647_15643429,0.046082497,-453.28418,-20.505638,10.127663
12760639_15643429,-0.047456145,-436.5652,-19.991642,-9.032371
17340383_15643429,-0.031189442,-441.58075,-20.011713,-6.0485373
10766330_7938471,-0.051534295,-467.5149,-21.079876,-10.605402
7964372_12189397,-0.06402886,-475.52432,-21.391895,-13.433121
10203762_7938471,-0.03626311,-483.6237,-21.975769,-8.392412
9417456_7938471,-0.041148663,-464.20142,-21.507,-9.008237
15165864_16481196,-0.014126539,-479.25238,-21.250738,-3.1126704
13648647_16481196,-0.0838573,-469.06488,-21.508162,-17.798985
17267687_16481196,0.050371885,-440.83704,-19.546011,10.117442
17356285_16481196,0.10044891,-390.8024,-17.644878,17.28406
15280820_15210924,-0.04983127,-503.2778,-22.705944,-12.235535
7743600_7838604,-0.03558469,-508.683,-22.893875,-9.001865
7358314_5353683,0.055906534,-476.93378,-22.20846,14.602873
17406749_1705829,-0.08886337,-487.85388,-22.327799,-20.068928
16996592_5353683,-0.11042476,-527.2372,-23.50894,-27.45914
11495794_15210924,0.0026199818,-490.61676,-22.302856,0.65313387
15641249_10950298,-0.012195945,-504.28134,-22.685472,-3.0980701
15641249_1705829,-0.094424605,-481.81744,-21.801004,-20.356144
7358314_2422312,0.050323546,-480.92334,-22.35775,13.244094
10468612_7744025,0.0010173321,-449.24463,-20.253757,0.20847154
842236_7744025,0.13406909,-394.3046,-18.055527,24.862179
12765238_7744025,-0.0013313293,-454.0926,-20.503752,-0.27924705
17415041_14759517,-0.14357734,-475.16364,-21.627846,-29.286285
16479505_14759517,-0.04614079,-464.36206,-21.238224,-9.944757
5690257_7744025,-0.027691841,-469.7306,-21.204496,-6.0577197
401688_14759517,-0.032412767,-467.85168,-21.990763,-7.5786276
5520766_14759517,0.07844889,-429.65253,-19.65854,16.425102
17277437_7744025,-0.038580656,-471.5896,-22.010624,-8.979701
17267687_15170431,-0.022445917,-454.4804,-20.764801,-4.7327967
15123137_15170431,0.022036731,-456.62048,-21.07355,4.988841
13648647_15170431,-0.14778352,-495.40527,-22.633837,-32.928726
2466712_12142659,-0.024327278,-482.07663,-21.856907,-5.6501884
11285854_12142659,-0.032040596,-479.2646,-22.212872,-7.6440954
7151181_3556293,0.027403474,-480.05286,-22.080458,6.839801
15701832_14599227,-0.03760338,-470.3412,-21.77041,-8.587626
6765209_3556293,0.07084018,-458.5694,-21.123537,16.986559
11610687_11903216,0.018905222,-462.7405,-20.857714,4.1562824
16493351_11903216,-0.029984236,-490.7422,-22.269148,-7.2130475
16493351_14599227,-0.047320843,-483.16815,-22.003471,-10.937634
12986488_11903216,-0.03363383,-483.37158,-21.89799,-7.778575
14020069_11290660,-0.028958797,-451.22696,-20.62521,-5.951832
12139457_9941491,-0.053104162,-462.1128,-20.61817,-10.67657
2679637_17481648,-0.0515213,-455.6499,-20.859854,-10.624293
15000628_11836195,-0.04257977,-448.44843,-20.120136,-8.261264
16343414_11290660,-0.028954983,-427.84317,-19.400986,-5.295802
15051461_2296109,-0.06423855,-454.61032,-20.722399,-12.959824
14946096_13493975,-0.03376031,-444.62848,-20.039244,-6.555108
2065003_7999823,-0.02214837,-437.60077,-19.919971,-4.298774
7592524_4702711,-0.035003424,-457.54535,-20.428003,-7.055467
7972564_7666385,-0.10391796,-462.92572,-20.919008,-20.595448
8686935_7666385,-0.016468167,-471.81546,-20.88994,-3.521213
4141582_14196557,0.1007939,-425.71707,-19.749979,21.860563
8205766_7666385,0.053210855,-441.66406,-20.09995,11.311292
10675136_7666385,0.13237756,-423.74826,-19.356058,28.436924
7345853_12353133,-0.005467534,-463.0226,-21.206171,-1.2199526
17500102_11933246,-0.15799546,-483.44998,-21.931805,-32.806236
17500102_14196557,-0.13003612,-472.68185,-21.731873,-27.162756
11791807_7666385,-0.05417359,-428.88226,-19.393948,-9.622195
3581492_15824649,0.03410238,-421.20636,-19.120535,6.4319
7938471_16067015,-0.00032031536,-475.0027,-21.666883,-0.074682474
13116850_15824649,-0.082184196,-472.47577,-21.650854,-17.774189
10203762_15824649,-0.079586625,-465.7558,-21.039785,-16.31679
9417456_8571506,-0.11524606,-468.6571,-21.049696,-22.836134
17281818_8571506,-0.039095163,-467.64178,-21.029554,-8.31951
11537002_8571506,-0.071746826,-467.3568,-20.854773,-14.53891
13888075_8571506,0.02355671,-426.141,-19.264793,4.441294
15561179_16541240,0.0030882359,-471.53018,-21.462317,0.7133108
4627974_15050035,-0.1619122,-478.15988,-21.499798,-32.206497
14290530_16541240,-0.0387218,-478.20032,-21.42441,-8.553478
16007349_16541240,-0.08386433,-475.19946,-21.728577,-18.254208
4236897_40968,0.085921824,-446.93515,-20.27644,19.255665
13182662_14134766,0.00077599287,-450.55417,-20.718489,0.16665506
8005508_15050035,0.07348204,-434.19165,-19.538622,15.127042
7773096_40968,-0.08476734,-463.46515,-21.050703,-17.31252
7151181_15050035,-0.04920435,-487.39743,-22.233639,-11.451004
16971634_14926501,0.046247184,-443.22327,-20.382841,10.057012
10037130_13417566,-0.07036209,-463.48975,-21.217213,-14.769567
15442631_14079159,0.020097077,-475.7412,-21.165836,4.593931
15962081_12815600,0.107800364,-391.0429,-17.796734,18.655994
15829020_6669214,-0.04224658,-430.8515,-19.855562,-7.9797525
12275950_7645859,0.030513823,-456.27856,-20.75463,6.7535043
6463278_7680644,0.112609625,-394.03918,-17.862917,20.11293
4064084_10530958,0.06428909,-457.46234,-20.512476,14.410581
10907068_3121828,-0.014098525,-435.06516,-19.741676,-2.661621
5405210_16646720,-0.045808792,-460.11502,-20.595425,-9.267958
11942285_9625896,-0.0459646,-461.32095,-21.068586,-9.714817
13871276_16646720,0.13194007,-400.96436,-18.115662,24.94046
16504717_9625896,-0.065963745,-462.76486,-20.975119,-13.585713
16399243_9625896,0.0043826103,-450.64832,-20.122128,0.8900385
2013090_15636133,0.08606297,-370.25494,-16.809753,13.085834
2643276_15636133,-0.0881809,-436.26944,-19.91799,-15.381611
2282830_15636133,0.51123476,-262.21164,-12.0575285,74.65795
13204304_961747,0.030605376,-392.7838,-18.102905,4.907836
12765238_15636133,0.012014389,-394.9544,-18.049135,1.9293289
2643276_5264671,-0.021731973,-422.22513,-19.324312,-3.7891326
15728216_7746319,-0.0054303408,-397.91772,-18.215645,-0.8524518
11984747_15636133,0.013238788,-360.69135,-16.659811,1.8538811
15856084_15636133,0.06881857,-407.2292,-18.735596,12.24231
3386822_648338,0.0018830299,-474.5442,-21.6498,0.4388008
5724602_8052325,-0.08906162,-521.8452,-23.693176,-22.94078
12577428_14696283,-0.042626858,-522.15576,-23.592733,-11.37219
13910296_648338,-0.07821846,-528.2599,-23.962208,-20.826189
1779762_9308468,-0.04003358,-504.21515,-23.090025,-10.234047
13667323_8052325,-0.088677645,-511.68817,-23.450407,-22.364256
16605116_14696283,-0.01386261,-504.95767,-22.935915,-3.5892732
1779762_8052325,-0.043045998,-497.92865,-22.930317,-10.831955
8046868_14696283,-0.013196588,-506.9957,-23.058697,-3.458106
8186785_13281665,0.009206176,-488.9556,-22.28106,2.3063998
13754486_13281665,-0.0034273863,-462.31946,-20.807972,-0.72915506
11268840_13281665,-0.04858589,-497.4198,-22.313202,-11.514423
15728216_13281665,-0.057743788,-494.78632,-22.242811,-13.467054
15056450_16963047,0.003848493,-436.7627,-19.82987,0.75951433
17306207_16963047,0.042632878,-402.458,-18.429947,7.4990377
16481196_16963047,-0.068668246,-447.5503,-20.422096,-13.395753
13648647_17340383,-0.21783471,-501.19507,-22.620646,-45.470924
17267687_17340383,-0.041355968,-444.54254,-20.306856,-8.169137
12760639_17340383,0.11295873,-395.24942,-17.910212,20.420286
13041391_2487507,0.0199759,-465.77783,-21.056957,4.4860954
3555963_16370223,-0.043611288,-471.95074,-21.472935,-9.632881
3567027_17047981,0.07109946,-418.8479,-19.013716,13.560585
17007159_12495913,0.082200885,-412.03116,-18.576681,15.300875
14064740_2565265,0.05538416,-431.41852,-19.476501,11.103011
10675136_2565265,0.08205271,-435.1114,-19.775661,17.366577
14792006_12495913,0.14616191,-376.33527,-17.157974,25.15026
15824649_16370223,0.051463127,-436.98767,-20.003542,10.849715
16067015_4028929,0.40154588,-348.2204,-15.984476,85.68118
2518600_3707004,0.5176875,-267.41223,-12.230512,79.80854
11470113_3707004,0.08290559,-380.6191,-17.390873,13.669949
10654429_3707004,-0.03941989,-450.73492,-20.529009,-7.8650894
687247_3707004,0.09463239,-392.68298,-17.96155,16.818964
10203762_10766330,0.007823467,-420.22858,-19.105862,1.4292502
17508779_3707004,-0.03933239,-430.19104,-19.57686,-7.217923
10654429_7964372,-0.028251171,-449.3826,-20.431742,-5.6444736
11537002_12507892,0.046947658,-403.7524,-18.418285,8.327002
12799263_3707004,0.050483465,-403.57672,-18.141758,8.74166
8837710_6205401,0.09707165,-424.972,-19.511568,20.458904
16688994_6205401,0.08072668,-426.25415,-19.613688,16.883362
3703854_15175021,0.0015869737,-444.64102,-20.581717,0.33386195
2399067_6205401,-0.033008218,-450.98602,-20.320965,-6.578337
2119522_6903190,0.01518625,-445.1742,-20.421545,3.2150607
8783023_6205401,0.07087463,-431.8636,-19.83983,15.010566
17277437_8399969,-0.011356354,-457.88367,-21.149954,-2.4922714
13094928_815038,0.011528969,-462.42877,-21.26125,2.631761
1137591_6205401,-0.095023155,-494.9324,-22.441633,-21.811066
4543254_13002379,0.109540105,-454.19147,-20.686874,26.320847
9118923_3165817,0.11323428,-403.79565,-18.379484,21.507313
702149_15523629,-0.0054665804,-415.3994,-18.496887,-0.9102344
363099_634056,-0.056215763,-446.9948,-20.231045,-10.885257
11331181_13367274,-0.11258888,-460.78598,-21.467112,-23.114511
10285617_14352434,-0.0056791306,-400.83954,-18.456213,-0.9331393
8188343_1052239,0.11870539,-420.9698,-18.768303,23.58643
6047318_3182281,0.18614608,-392.16602,-17.97824,36.944008
6030180_5020489,0.11759883,-426.38962,-19.621693,25.628696
13684177_11658936,0.12075776,-471.89343,-21.660952,32.219963
17091521_15618907,0.16886562,-451.4697,-20.424229,42.265564
10087278_15618907,0.09595704,-476.1062,-21.587992,24.713978
2426118_11658936,0.11984861,-470.40662,-21.63786,31.875465
2128045_11658936,-0.07474387,-506.69263,-23.310091,-18.861279
12137679_16987556,-0.0035278797,-493.68732,-22.455173,-0.88383293
13116850_15618907,-0.10079062,-509.83505,-23.364231,-24.921669
3064599_11658936,0.010222137,-483.94623,-21.879436,2.457006
7743600_11658936,-0.10080385,-521.2033,-23.797554,-25.90824
